run,steps,last_step,final_loss,final_acc,max_sharpness
lr1_bs1024_ep30_ms500k_seed0,13200,13199,0.7140586972236633,0.6698487997055054,2.7649421887862666
lr1_bs128_ep30_ms500k_seed0,105480,105479,1.2595654726028442,0.47722458839416504,6.862949000748987
lr1_bs256_ep30_ms500k_seed0,52740,52739,0.7413812279701233,0.6566006541252136,2.960527587911053
lr1_bs512_ep30_ms500k_seed0,26370,26369,0.738814115524292,0.654366135597229,2.6191892873178317
lr1_bs64_ep30_ms500k_seed0,210960,210959,1.9482921361923218,0.23005318641662598,34.917531758932995
