step,loss,acc,grad_norm,sharpness,lrs,eos_threshold
0,2.1986212730407715,0.10615289211273193,0.020650549775174963,0.034082077872670015,0.1,20.0
1,2.198268175125122,0.10737670958042145,0.02061874182270561,,0.1,20.0
2,2.198801040649414,0.11089937388896942,0.02013445570738406,,0.1,20.0
3,2.1981959342956543,0.1136871725320816,0.01988892371173076,,0.1,20.0
4,2.197885513305664,0.11082121729850769,0.020100525526367867,,0.1,20.0
5,2.1980955600738525,0.10894329100847244,0.02018527022048026,,0.1,20.0
6,2.1981699466705322,0.11100538074970245,0.019719387808992826,,0.1,20.0
7,2.1986777782440186,0.10971670597791672,0.020166771715994857,,0.1,20.0
8,2.198671579360962,0.10897647589445114,0.020510435302528003,,0.1,20.0
9,2.1981327533721924,0.109090156853199,0.019627423607003393,,0.1,20.0
10,2.197882652282715,0.11003436893224716,0.019864689167628163,,0.1,20.0
11,2.1981472969055176,0.11218945682048798,0.019764393870720917,,0.1,20.0
12,2.1986448764801025,0.1107202023267746,0.020381834842339946,,0.1,20.0
13,2.1981747150421143,0.11124911904335022,0.019500254616933815,,0.1,20.0
14,2.198613405227661,0.1100090891122818,0.019599457409262746,,0.1,20.0
15,2.19803786277771,0.11140956729650497,0.0198094741358078,,0.1,20.0
16,2.1977760791778564,0.11173253506422043,0.01937915431077156,,0.1,20.0
17,2.198261022567749,0.10722572356462479,0.01986125525140386,,0.1,20.0
18,2.198047161102295,0.11043910682201385,0.019375946783838985,,0.1,20.0
19,2.1976029872894287,0.1153051033616066,0.01893573747985407,,0.1,20.0
20,2.1978580951690674,0.11584002524614334,0.019376809961992467,,0.1,20.0
21,2.1978440284729004,0.10825125873088837,0.019171717557919712,,0.1,20.0
22,2.1980955600738525,0.11044924706220627,0.019146690574152924,,0.1,20.0
23,2.1977427005767822,0.11465020477771759,0.01911469017972974,,0.1,20.0
24,2.197568893432617,0.1125636026263237,0.018748560875193974,,0.1,20.0
25,2.198178768157959,0.11018246412277222,0.01881514632899957,,0.1,20.0
26,2.1980698108673096,0.11106971651315689,0.018756227112542885,,0.1,20.0
27,2.1977450847625732,0.11097319424152374,0.018663854598489793,,0.1,20.0
28,2.197885036468506,0.11235395818948746,0.018405966740123403,,0.1,20.0
29,2.19818377494812,0.10825338959693909,0.018236644041429387,,0.1,20.0
30,2.198312520980835,0.10859128832817078,0.018927811625790953,,0.1,20.0
31,2.1980175971984863,0.11056379228830338,0.01829057546834147,,0.1,20.0
32,2.1975245475769043,0.11505964398384094,0.01888824186194582,,0.1,20.0
33,2.1975371837615967,0.11371542513370514,0.01823116339848975,,0.1,20.0
34,2.1979565620422363,0.11196224391460419,0.018490332240367592,,0.1,20.0
35,2.1978352069854736,0.11121676862239838,0.01818033110398021,,0.1,20.0
36,2.197584390640259,0.10824230313301086,0.018676456992885806,,0.1,20.0
37,2.1977977752685547,0.11301072686910629,0.018289575761766007,,0.1,20.0
38,2.1977553367614746,0.11225758492946625,0.018364756814412866,,0.1,20.0
39,2.197934865951538,0.11229681223630905,0.01856503486210765,,0.1,20.0
40,2.1978845596313477,0.10939116775989532,0.017952829961695223,,0.1,20.0
41,2.1981022357940674,0.11355175077915192,0.01811625428157087,,0.1,20.0
42,2.1979987621307373,0.11145626753568649,0.018029707138489216,,0.1,20.0
43,2.197939157485962,0.1106979101896286,0.017941937393489715,,0.1,20.0
44,2.197265863418579,0.11141473054885864,0.017983589535466495,,0.1,20.0
45,2.1979658603668213,0.10999792814254761,0.018626654901538267,,0.1,20.0
46,2.197711944580078,0.1132083311676979,0.01750009211516357,,0.1,20.0
47,2.1977367401123047,0.11005041748285294,0.01784187340410453,,0.1,20.0
48,2.1978981494903564,0.11544191092252731,0.017878988701930273,,0.1,20.0
49,2.197584390640259,0.11248239129781723,0.017790503238789595,,0.1,20.0
50,2.197451591491699,0.11812391877174377,0.017566284697876324,0.02901882521349825,0.1,20.0
51,2.1975367069244385,0.1112169697880745,0.0179554458343276,,0.1,20.0
52,2.1978964805603027,0.11119844019412994,0.017705604291592385,,0.1,20.0
53,2.1971170902252197,0.11361280083656311,0.01758975315297589,,0.1,20.0
54,2.19770884513855,0.11197150498628616,0.01784829202044868,,0.1,20.0
55,2.1980178356170654,0.10962478071451187,0.017658096431611956,,0.1,20.0
56,2.1977264881134033,0.11239348351955414,0.01751101699623565,,0.1,20.0
57,2.197533369064331,0.11123985797166824,0.017619274600831743,,0.1,20.0
58,2.1977226734161377,0.11386016011238098,0.01746869578413051,,0.1,20.0
59,2.197298288345337,0.11324423551559448,0.017453798676546367,,0.1,20.0
60,2.1973519325256348,0.11440625786781311,0.017216996860321847,,0.1,20.0
61,2.197432518005371,0.1129906103014946,0.01734787494892234,,0.1,20.0
62,2.1974220275878906,0.11310065537691116,0.01765502389375825,,0.1,20.0
63,2.1974923610687256,0.11100997030735016,0.017551950336467007,,0.1,20.0
64,2.19803524017334,0.11151599884033203,0.017795060313973106,,0.1,20.0
65,2.197678804397583,0.11252118647098541,0.017201434312188887,,0.1,20.0
66,2.197201728820801,0.1139146238565445,0.017038702323827704,,0.1,20.0
67,2.1975722312927246,0.11483966559171677,0.017590163496215498,,0.1,20.0
68,2.197821617126465,0.1110558733344078,0.01736514821676833,,0.1,20.0
69,2.1975128650665283,0.11216769367456436,0.01721392898314618,,0.1,20.0
70,2.197415351867676,0.11569974571466446,0.017084734432455437,,0.1,20.0
71,2.197073459625244,0.11424074321985245,0.017149365105513556,,0.1,20.0
72,2.1974587440490723,0.11169443279504776,0.017315796226129842,,0.1,20.0
73,2.1976563930511475,0.11199470609426498,0.01753348835951976,,0.1,20.0
74,2.1978209018707275,0.10871905088424683,0.017127414253735443,,0.1,20.0
75,2.1978442668914795,0.10729347169399261,0.01719880898771321,,0.1,20.0
76,2.197643280029297,0.11092709004878998,0.017241082327243973,,0.1,20.0
77,2.1975643634796143,0.11568229645490646,0.016758389275468546,,0.1,20.0
78,2.1980583667755127,0.10843472927808762,0.01691898111019039,,0.1,20.0
79,2.1978087425231934,0.10977325588464737,0.017137869354917797,,0.1,20.0
80,2.19801664352417,0.10944943875074387,0.016763439578388745,,0.1,20.0
81,2.1976029872894287,0.11247824877500534,0.01707394139242566,,0.1,20.0
82,2.1974034309387207,0.11249379813671112,0.01712102757436665,,0.1,20.0
83,2.197378396987915,0.11561170965433121,0.016712901233397023,,0.1,20.0
84,2.1972644329071045,0.1116858422756195,0.01660722106994519,,0.1,20.0
85,2.1976773738861084,0.11219128966331482,0.016971719863332794,,0.1,20.0
86,2.197307586669922,0.11361755430698395,0.017053887980651956,,0.1,20.0
87,2.197403907775879,0.11202338337898254,0.01803367401786145,,0.1,20.0
88,2.197584390640259,0.11343789845705032,0.016753995990541146,,0.1,20.0
89,2.197355031967163,0.11509332060813904,0.016638899925689125,,0.1,20.0
90,2.1974668502807617,0.11473099887371063,0.016704983117442906,,0.1,20.0
91,2.197521448135376,0.11417566984891891,0.016647958851848596,,0.1,20.0
92,2.1972217559814453,0.11400678753852844,0.016949387101121403,,0.1,20.0
93,2.1968629360198975,0.11485172808170319,0.016901791488277407,,0.1,20.0
94,2.197103261947632,0.11768845468759537,0.01679702940959508,,0.1,20.0
95,2.1971516609191895,0.11675965785980225,0.016562989455727758,,0.1,20.0
96,2.197176456451416,0.11725078523159027,0.01655865232220625,,0.1,20.0
97,2.1973044872283936,0.11445832997560501,0.016499164081550718,,0.1,20.0
98,2.1970157623291016,0.11333636194467545,0.016506328923428938,,0.1,20.0
99,2.1974267959594727,0.11149682104587555,0.0165591987135336,,0.1,20.0
100,2.1969964504241943,0.11510641872882843,0.01640118933174992,0.027344673690084982,0.1,20.0
101,2.1976113319396973,0.11263053119182587,0.01682064412452766,,0.1,20.0
102,2.197510004043579,0.11498056352138519,0.016578131851776073,,0.1,20.0
103,2.1967613697052,0.11460618674755096,0.01668543580811504,,0.1,20.0
104,2.197214126586914,0.11607697606086731,0.016535084534556842,,0.1,20.0
105,2.1972124576568604,0.11284708231687546,0.016867973333786007,,0.1,20.0
106,2.197146415710449,0.11626753211021423,0.017016544874925,,0.1,20.0
107,2.197507858276367,0.11210891604423523,0.016640787643663432,,0.1,20.0
108,2.1973862648010254,0.1112307459115982,0.017216354121714024,,0.1,20.0
109,2.1971676349639893,0.10921657085418701,0.01623951426833338,,0.1,20.0
110,2.1970906257629395,0.11535438150167465,0.01655527818769675,,0.1,20.0
111,2.197072982788086,0.11328786611557007,0.01677068643444877,,0.1,20.0
112,2.196746349334717,0.11841941624879837,0.016575907804666216,,0.1,20.0
113,2.196845531463623,0.11500393599271774,0.016657800947953525,,0.1,20.0
114,2.1971232891082764,0.11291124671697617,0.017221724322070715,,0.1,20.0
115,2.197422981262207,0.11164446175098419,0.01635703159579659,,0.1,20.0
116,2.197299003601074,0.11410728096961975,0.01704218048719941,,0.1,20.0
117,2.197113275527954,0.11191560328006744,0.01674039792640142,,0.1,20.0
118,2.197164535522461,0.11215958744287491,0.016136998602024024,,0.1,20.0
119,2.1972906589508057,0.11152970790863037,0.016675604820569952,,0.1,20.0
120,2.1972413063049316,0.11223604530096054,0.01623731543672436,,0.1,20.0
121,2.197251319885254,0.11558994650840759,0.01635181732415294,,0.1,20.0
122,2.196943521499634,0.11513744294643402,0.01651133194973051,,0.1,20.0
123,2.1969997882843018,0.11400206387042999,0.016297187817855097,,0.1,20.0
124,2.1969423294067383,0.11623089015483856,0.01648913291613751,,0.1,20.0
125,2.197089910507202,0.1164301335811615,0.01678440782632588,,0.1,20.0
126,2.1971685886383057,0.1146380826830864,0.016759771585866508,,0.1,20.0
127,2.1974704265594482,0.1103573814034462,0.016221034375434682,,0.1,20.0
128,2.1971347332000732,0.11160289496183395,0.016733220066328918,,0.1,20.0
129,2.1968066692352295,0.11506292968988419,0.01663511067769665,,0.1,20.0
130,2.1969757080078125,0.11458117514848709,0.01656755418702818,,0.1,20.0
131,2.1971380710601807,0.11420290172100067,0.016450055651022647,,0.1,20.0
132,2.196821928024292,0.11649962514638901,0.016246721918047803,,0.1,20.0
133,2.1970529556274414,0.11379894614219666,0.01669027305221824,,0.1,20.0
134,2.197176694869995,0.11253366619348526,0.01652294426069645,,0.1,20.0
135,2.197143793106079,0.11410479247570038,0.016798519486533024,,0.1,20.0
136,2.1972134113311768,0.11436501145362854,0.016328348232139335,,0.1,20.0
137,2.1972029209136963,0.11370129883289337,0.01675808909304323,,0.1,20.0
138,2.197122573852539,0.11312161386013031,0.0160648081335997,,0.1,20.0
139,2.1967413425445557,0.11907327175140381,0.016435798952250117,,0.1,20.0
140,2.1970748901367188,0.11784442514181137,0.01728362399096972,,0.1,20.0
141,2.196995973587036,0.11589884012937546,0.01643540487075839,,0.1,20.0
142,2.1970067024230957,0.1139984205365181,0.016713657313399227,,0.1,20.0
143,2.1966373920440674,0.11622606962919235,0.0165935047206721,,0.1,20.0
144,2.1969692707061768,0.11467185616493225,0.016344078579864002,,0.1,20.0
145,2.1971964836120605,0.11359026283025742,0.016530825031299084,,0.1,20.0
146,2.1969997882843018,0.11376252770423889,0.016346132278129578,,0.1,20.0
147,2.197117805480957,0.11675631254911423,0.01668749216364073,,0.1,20.0
148,2.1975979804992676,0.11474460363388062,0.017103071859486618,,0.1,20.0
149,2.1972451210021973,0.11454928666353226,0.01622121262783421,,0.1,20.0
150,2.1970603466033936,0.11643212288618088,0.016704779902055093,0.02802802751431283,0.1,20.0
151,2.1973659992218018,0.11122145503759384,0.016859725180208555,,0.1,20.0
152,2.197284698486328,0.11420071870088577,0.016708235169894104,,0.1,20.0
153,2.1970627307891846,0.11507132649421692,0.016189573367778372,,0.1,20.0
154,2.1972498893737793,0.11340376734733582,0.016492648938034534,,0.1,20.0
155,2.1971235275268555,0.11618480831384659,0.016510217444088503,,0.1,20.0
156,2.197122573852539,0.11370322853326797,0.016428435410660688,,0.1,20.0
157,2.1973071098327637,0.11444761604070663,0.016719706126666373,,0.1,20.0
158,2.197068452835083,0.11463990807533264,0.016495243627647437,,0.1,20.0
159,2.1970314979553223,0.11160732805728912,0.016395869815066803,,0.1,20.0
160,2.1967926025390625,0.11665769666433334,0.01665592947833319,,0.1,20.0
161,2.196769952774048,0.1134728342294693,0.01673943240174272,,0.1,20.0
162,2.1972219944000244,0.11334574967622757,0.016786369574785357,,0.1,20.0
163,2.1969614028930664,0.11683905869722366,0.016515358288759694,,0.1,20.0
164,2.196667194366455,0.1164550632238388,0.016802099270254174,,0.1,20.0
165,2.197307586669922,0.11402928829193115,0.016533041520974026,,0.1,20.0
166,2.1970858573913574,0.11400530487298965,0.016443277000602233,,0.1,20.0
167,2.1968512535095215,0.11808087676763535,0.016725288870168203,,0.1,20.0
168,2.1966159343719482,0.12034621089696884,0.016777839467105374,,0.1,20.0
169,2.1967058181762695,0.12024479359388351,0.016558863534004105,,0.1,20.0
170,2.1967244148254395,0.11635897308588028,0.01636369813952516,,0.1,20.0
171,2.1972246170043945,0.11351887881755829,0.016913239938874353,,0.1,20.0
172,2.1972522735595703,0.11492586135864258,0.01659393566093206,,0.1,20.0
173,2.197021484375,0.11610580235719681,0.016809179055979954,,0.1,20.0
174,2.1972525119781494,0.11300604790449142,0.016707673082607254,,0.1,20.0
175,2.1970791816711426,0.11290247738361359,0.017813901814632296,,0.1,20.0
176,2.19636607170105,0.11992055177688599,0.0166226316610814,,0.1,20.0
177,2.1967828273773193,0.11648716032505035,0.01661602935010031,,0.1,20.0
178,2.19716739654541,0.11436621844768524,0.016401562255682227,,0.1,20.0
179,2.1971030235290527,0.11512340605258942,0.016738777129146766,,0.1,20.0
180,2.1967055797576904,0.11439923942089081,0.016639787285094597,,0.1,20.0
181,2.196657180786133,0.11603192239999771,0.016760467292124635,,0.1,20.0
182,2.196704626083374,0.1177201047539711,0.016497614480310667,,0.1,20.0
183,2.196958541870117,0.11644289642572403,0.0167143181585895,,0.1,20.0
184,2.196915864944458,0.11592704057693481,0.01673993393046474,,0.1,20.0
185,2.1969072818756104,0.11517458409070969,0.016603728727971525,,0.1,20.0
186,2.196472644805908,0.12105023115873337,0.01678460927161877,,0.1,20.0
187,2.1966633796691895,0.11491777002811432,0.016536895463987806,,0.1,20.0
188,2.1968331336975098,0.11555150896310806,0.017163158002506625,,0.1,20.0
189,2.196894645690918,0.11549786478281021,0.01704814244328863,,0.1,20.0
190,2.197046995162964,0.1148226335644722,0.016677857399641186,,0.1,20.0
191,2.196690320968628,0.11875491589307785,0.016651868333747294,,0.1,20.0
192,2.1970787048339844,0.11422181129455566,0.016583474154439483,,0.1,20.0
193,2.196850299835205,0.11367672681808472,0.01633034527563364,,0.1,20.0
194,2.1966888904571533,0.11663004010915756,0.016686325400699684,,0.1,20.0
195,2.1966753005981445,0.11757174879312515,0.01661748640598009,,0.1,20.0
196,2.196765422821045,0.11724023520946503,0.016461008521040613,,0.1,20.0
197,2.1965343952178955,0.11704108119010925,0.01671306552270687,,0.1,20.0
198,2.1966874599456787,0.11462466418743134,0.016689802271249284,,0.1,20.0
199,2.1964809894561768,0.11662869900465012,0.01704575414547947,,0.1,20.0
200,2.1970818042755127,0.11782990396022797,0.01659088998533897,0.030149959454909957,0.1,20.0
201,2.1971287727355957,0.11481986939907074,0.016810013788318333,,0.1,20.0
202,2.196908473968506,0.11521883308887482,0.017020402647997954,,0.1,20.0
203,2.196471929550171,0.11750331521034241,0.016613937640214408,,0.1,20.0
204,2.1968326568603516,0.1188102439045906,0.016928284125233964,,0.1,20.0
205,2.1966235637664795,0.1185605451464653,0.01694452573693495,,0.1,20.0
206,2.1968135833740234,0.11706045269966125,0.016919743956110928,,0.1,20.0
207,2.196714162826538,0.11716225743293762,0.01709260199844272,,0.1,20.0
208,2.1967785358428955,0.11631082743406296,0.016767721663693645,,0.1,20.0
209,2.196803331375122,0.11711636930704117,0.01681756072833835,,0.1,20.0
210,2.1966817378997803,0.11798311024904251,0.016888635907349136,,0.1,20.0
211,2.196652412414551,0.11818520724773407,0.016596774602687936,,0.1,20.0
212,2.1971824169158936,0.11563356220722198,0.017062470253738284,,0.1,20.0
213,2.1968302726745605,0.11979101598262787,0.016783820846838663,,0.1,20.0
214,2.1968493461608887,0.11888603866100311,0.016380847425073872,,0.1,20.0
215,2.1966564655303955,0.11808744072914124,0.01683664008590538,,0.1,20.0
216,2.1965830326080322,0.12129981070756912,0.01671405840232766,,0.1,20.0
217,2.1967973709106445,0.1149059310555458,0.017426508665401855,,0.1,20.0
218,2.196385383605957,0.11718911677598953,0.017221167976694565,,0.1,20.0
219,2.196505069732666,0.12030324339866638,0.016692122043797573,,0.1,20.0
220,2.196683168411255,0.1184716522693634,0.016620261896965267,,0.1,20.0
221,2.19704532623291,0.11627040058374405,0.017134526087573078,,0.1,20.0
222,2.1965887546539307,0.11909286677837372,0.017122541231218334,,0.1,20.0
223,2.196838855743408,0.11499007046222687,0.01706744254499375,,0.1,20.0
224,2.1964762210845947,0.11866163462400436,0.01689701259050742,,0.1,20.0
225,2.1966183185577393,0.11576640605926514,0.017172882754983,,0.1,20.0
226,2.19639253616333,0.12158973515033722,0.016976957906259568,,0.1,20.0
227,2.1969897747039795,0.11575855314731598,0.016743309532053254,,0.1,20.0
228,2.1965677738189697,0.11630024760961533,0.017130184328483122,,0.1,20.0
229,2.1967716217041016,0.11742816120386124,0.01703431137042826,,0.1,20.0
230,2.196416139602661,0.12050188332796097,0.016694485369883636,,0.1,20.0
231,2.1967451572418213,0.11697333306074142,0.016947791405403534,,0.1,20.0
232,2.1966381072998047,0.11781728267669678,0.017114084231957417,,0.1,20.0
233,2.1964707374572754,0.11757399886846542,0.01715914628588054,,0.1,20.0
234,2.196467161178589,0.11859425902366638,0.017541114626982005,,0.1,20.0
235,2.196495532989502,0.11854518949985504,0.017197201332165575,,0.1,20.0
236,2.1967453956604004,0.11691759526729584,0.016927044734147616,,0.1,20.0
237,2.197002410888672,0.11364858597517014,0.017171235059532993,,0.1,20.0
238,2.1964964866638184,0.11752048134803772,0.01740151389521356,,0.1,20.0
239,2.196599006652832,0.11765921860933304,0.017192603147821204,,0.1,20.0
240,2.1961333751678467,0.12384029477834702,0.017258644067774085,,0.1,20.0
241,2.1966025829315186,0.1164746806025505,0.017167590225542966,,0.1,20.0
242,2.196774482727051,0.11549284309148788,0.01766374546516402,,0.1,20.0
243,2.1964335441589355,0.12122717499732971,0.01773383365586023,,0.1,20.0
244,2.196465015411377,0.11843085289001465,0.01788020361756555,,0.1,20.0
245,2.1965558528900146,0.11887822300195694,0.017044715490960087,,0.1,20.0
246,2.196443796157837,0.1185605451464653,0.017370653098733303,,0.1,20.0
247,2.1964399814605713,0.12104283273220062,0.017330914162198428,,0.1,20.0
248,2.196489095687866,0.11809784173965454,0.01739846805664133,,0.1,20.0
