run,steps,last_step,final_loss,final_acc,max_sharpness
lr0.1,35160,35159,1.114655613899231,0.5548543334007263,3.0220390456761654
lr0.5,35160,35159,0.6944092512130737,0.6791969537734985,2.827446957501618
lr1.0,26370,26369,0.738814115524292,0.654366135597229,2.6191892873178317
lr10.0,1760,1759,2.1982038021087646,0.1130281537771225,0.334833737193941
lr2.0,26370,26369,1.3236565589904785,0.431814044713974,4.395758971802189
lr5.0,26370,26369,2.1978819370269775,0.11207526922225952,1.2535112908595223
